family,instance_name,parity,param_n,param_p,param_seed,param_trial,param_rows,param_cols,param_n_left,param_n_right,param_remove_fraction,n,m,density,lp_value,lp_runtime_sec,lp_num_fractional,lp_num_at_half,lp_is_integral,rounded_size,rounded_feasible,rounded_vs_lp_ratio,rounding_runtime_sec,greedy_size,greedy_feasible,greedy_runtime_sec,greedy_vs_lp_ratio,ilp_value,ilp_runtime_sec,rounded_vs_ilp_ratio,greedy_vs_ilp_ratio,integrality_gap
random,random_n32_p0.3_t1,,32.0,0.3,4240.0,1.0,,,,,,32,148,0.29838709677419356,16.0,0.017582845059223473,32,32,False,32,True,2.0,9.134993888437748e-06,24,True,0.0007644699653610587,1.5,,,,,
random,random_n32_p0.3_t0,,32.0,0.3,4230.0,0.0,,,,,,32,169,0.3407258064516129,16.0,0.020306181977503,32,32,False,32,True,2.0,1.0669114999473095e-05,24,True,0.000790875987149775,1.5,,,,,
random,random_n32_p0.5_t1,,32.0,0.5,4260.0,1.0,,,,,,32,245,0.4939516129032258,16.0,0.020436899038031697,32,32,False,32,True,2.0,1.5690922737121582e-05,25,True,0.0009452670346945524,1.5625,,,,,
random,random_n32_p0.5_t0,,32.0,0.5,4250.0,0.0,,,,,,32,250,0.5040322580645161,16.0,0.019455882953479886,32,32,False,32,True,2.0,9.952927939593792e-06,26,True,0.0009442620212212205,1.625,,,,,
random,random_n32_p0.5_t2,,32.0,0.5,4270.0,2.0,,,,,,32,271,0.5463709677419355,16.0,0.02034295699559152,32,32,False,32,True,2.0,1.082196831703186e-05,27,True,0.0010938839986920357,1.6875,,,,,
random,random_n32_p0.8_t2,,32.0,0.8,4300.0,2.0,,,,,,32,384,0.7741935483870968,16.0,0.022016159957274795,32,32,False,32,True,2.0,8.991919457912445e-06,27,True,0.0011959730181843042,1.6875,,,,,
random,random_n32_p0.8_t1,,32.0,0.8,4290.0,1.0,,,,,,32,390,0.7862903225806451,16.0,0.023574127000756562,32,32,False,32,True,2.0,1.0792980901896954e-05,29,True,0.001486815046519041,1.8125,,,,,
random,random_n32_p0.8_t0,,32.0,0.8,4280.0,0.0,,,,,,32,402,0.8104838709677419,16.0,0.024813399999402463,32,32,False,32,True,2.0,1.0250951163470745e-05,29,True,0.0012919720029458404,1.8125,,,,,
random,random_n32_p0.9_t1,,32.0,0.9,4300.0,1.0,,,,,,32,436,0.8790322580645161,16.0,0.024476832011714578,32,32,False,32,True,2.0,1.4260993339121342e-05,29,True,0.0013159309746697545,1.8125,,,,,
random,random_n32_p0.9_t0,,32.0,0.9,4290.0,0.0,,,,,,32,437,0.8810483870967742,16.0,0.024460298009216785,32,32,False,32,True,2.0,3.1937030144035816e-05,29,True,0.0018515289993956685,1.8125,,,,,
random,random_n32_p0.9_t2,,32.0,0.9,4310.0,2.0,,,,,,32,438,0.8830645161290323,16.0,0.02796049602329731,32,32,False,32,True,2.0,9.33010596781969e-06,30,True,0.001278011011891067,1.875,,,,,
